Plant,Created on,Inspection Lot,Material,Material Description,Batch,Date of Manufacture,Inspection Type,Insp. Lot Quantity,Base unit of measure,Order,SLED/BBD,Material to Which the Quantity is Posted,UD code,Movement Type,Material Document,Short text for the characteristic,Upper tol. limit,Lower tolerance limit,Int. unit/measure.,Original Value,InfoField2
RB11,03-07-18,40000050219,ENGAL2910-BLK01000,ALMATEX-A-291,CG8012,03-07-18,Z04,0.000,KG,1023586,30-12-18,Usage decision has been made,A,101,5000233149,Particle Size,0.15,0.08,Micron,0.115,UV-VIS Spectrophotom
RB11,03-07-18,40000050219,ENGAL2910-BLK01000,ALMATEX-A-291,CG8012,03-07-18,Z04,"10,862.000",KG,1023586,30-12-18,Usage decision has been made,A,101,5000233149,pH,9,7,,8.18,"30oC,pH Meter"
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Specific Gravity,1.064,1.004,,1.035,20oC
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Cream Time,10,6,s,8,
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Gel Time,51,41,s,47,
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Tack Free Time,72,52,s,62,
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Free Rise Density,24.5,21.5,kg/m3,22.9,
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,0.000,KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Flowability,0.279,0.265,cm/g,0.271,
RB11,03-07-18,40000050221,UGPRG1818-BLK02500,THAMOL RG-1818,CG8048,02-07-18,Z04,"10,190.000",KG,1023675,29-12-18,Usage decision has been made,A,101,5000233151,Viscosity,630,330,mPa.s,490,20oC
RB11,03-07-18,40000050224,ESAR336HV-BLK01100,ESTAR R336HV,CE8007,28-05-18,Z04,0.000,KG,1023785,24-11-18,Usage decision has been made,A,101,5000233156,Viscosity,6.5,3.5,Poise,3.8,25oC
RB11,03-07-18,40000050224,ESAR336HV-BLK01100,ESTAR R336HV,CE8007,28-05-18,Z04,0.000,KG,1023785,24-11-18,Usage decision has been made,A,101,5000233156,Thixotropic Index,999,1.5,,2.5,25oC
RB11,03-07-18,40000050224,ESAR336HV-BLK01100,ESTAR R336HV,CE8007,28-05-18,Z04,0.000,KG,1023785,24-11-18,Usage decision has been made,A,101,5000233156,Gel Time,12,8,min,12,25oC
RB11,03-07-18,40000050226,ERABW5600-DR000100,STRUCT BOND BW-5600,CG8024,03-07-18,Z04,0.000,KG,1023722,30-12-18,Usage decision has been made,A,101,5000233182,Viscosity,120,60,Poise,90,"30oC,Viscometer"
RB11,03-07-18,40000050226,ERABW5600-DR000100,STRUCT BOND BW-5600,CG8024,03-07-18,Z04,0.000,KG,1023722,30-12-18,Usage decision has been made,A,101,5000233182,Non Volatile Content,46,43,%,44,1.5g./150oC/30min
RB11,03-07-18,40000050226,ERABW5600-DR000100,STRUCT BOND BW-5600,CG8024,03-07-18,Z04,"8,370.000",KG,1023722,30-12-18,Usage decision has been made,A,101,5000233182,pH,8,6,,6.48,"30oC,pH Meter"
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Viscosity,1600,1100,mPa.s,1340,25oC
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Specific Gravity,1.038,1.018,,1.032,25oC
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Water Content,3,2.4,%,2.7179,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,OH value,76.2,72.7,mg KOH,74.6,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Foam Height,160,118,mm,135.2,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Cream Time,8,1,s,4,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Rising Time,28,20,s,21,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,% Settling,7,1,%,4.7,
RB11,03-07-18,40000050228,UGPHR1333-DR000200,THAMOL HR-1333,CG8016,03-07-18,Z04,0.000,KG,1023685,30-12-18,Usage decision has been made,A,101,5000233183,Free Rise Density,50.5,37.5,kg/m3,42.9,
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,0.000,KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Specific Gravity,9.999,-9.999,,1.146,20oC
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,0.000,KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Cream Time,99,-99,s,15,
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,0.000,KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Gel Time,999,-999,s,71,
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,0.000,KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Tack Free Time,999,-999,s,105,
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,0.000,KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Free Rise Density,99.9,-99.9,kg/m3,32.7,
RB11,03-07-18,40000050230,UGPBU1611-DR000220,THAMOL BU-1611,CG8004,03-07-18,Z04,"5,151.000",KG,1023753,30-12-18,Usage decision has been made,A,101,5000233184,Viscosity,9999,-9999,mPa.s,2400,20oC
RB11,03-07-18,40000050232,UGTCOTM20-DR000250,COSMONATE TM-20,CG8072,03-07-18,Z04,0.000,KG,1023687,03-07-19,Usage decision has been made,A,101,5000233185,NCO Content,45,44,%,44.17,
RB11,03-07-18,40000050232,UGTCOTM20-DR000250,COSMONATE TM-20,CG8072,03-07-18,Z04,0.000,KG,1023687,03-07-19,Usage decision has been made,A,101,5000233185,Viscosity,10,-999,cP,7.3,25oC
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,0.000,KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Viscosity,1700,1400,cP,1540,23oC
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,0.000,KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Specific Gravity,1.04,1,,1.025,23oC
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,0.000,KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Cream Time,33,27,s,27,
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,0.000,KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Rising Time,147,133,s,136,
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,0.000,KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Free Rise Density,280,260,kg/m3,272.6,
RB11,03-07-18,40000050235,UGPMP2164-DR000200,MP-2164(D),CG8072,03-07-18,Z04,"1,248.000",KG,1023689,01-10-18,Usage decision has been made,A,101,5000233186,Water Content,0.48,0.42,%,0.4549,
RB11,03-07-18,890000005056,ENFTL2160-DR000200,ALMATEX TL-216,CM7005,20-12-17,Z89,0.000,KG,,18-06-19,Usage decision has been made,A,,,Color,3,-999,G.No.,1,JIS K5400
RB11,03-07-18,890000005056,ENFTL2160-DR000200,ALMATEX TL-216,CM7005,20-12-17,Z89,0.000,KG,,18-06-19,Usage decision has been made,A,,,Non Volatile Content,51.5,48.5,%,50.6,JIS K5407
